Property Title,Location,Bedrooms,Price,Size,Listing Type
300 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",3.0,50 OMR,300.0,For Rent
VILLA FOR RENT ( included fully furnished and electricity and water ),"Muscat, Al-Hail",1.0,150 OMR,25.0,For Rent
150 m2 3 Bedrooms Apartments for Rent in Muscat Al Mawaleh,"Muscat, Al Mawaleh",3.0,290 OMR,150.0,For Rent
50 m2 Studio Apartments for Rent in Muscat Al-Hail,"Muscat, Al-Hail",,140 OMR,50.0,For Rent
200 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,50 OMR,200.0,For Rent
5 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,30 OMR,5.0,For Rent
130 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",4.0,80 OMR,130.0,For Rent
70 m2 Studio Apartments for Rent in Dhofar Salala,"Dhofar, Salala",,30 OMR,70.0,For Rent
Furnished Daily in Muscat Ghala,"Muscat, Ghala",,30 OMR,,For Rent
20 m2 Studio Apartments for Rent in Muscat Al Khoud,"Muscat, Al Khoud",,120 OMR,20.0,For Rent
Unfurnished Monthly in Muscat Al Maabilah,"Muscat, Al Maabilah",,120 OMR,,For Rent
193 m2 4 Bedrooms Villa for Rent in Al Batinah Sohar,"Al Batinah, Sohar",4.0,320 OMR,193.0,For Rent
2 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",4.0,50 OMR,2.0,For Rent
50 m2 3 Bedrooms Apartments for Rent in Muscat Al Mawaleh,"Muscat, Al Mawaleh",3.0,70 OMR,50.0,For Rent
200 m2 2 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",2.0,45 OMR,200.0,For Rent
640 m2 More than 6 bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",,140 OMR,640.0,For Rent
200 m2 2 Bedrooms Apartments for Rent in Al Sharqiya Other,"Al Sharqiya, Other",2.0,25 OMR,200.0,For Rent
115 m2 3 Bedrooms Villa for Rent in Al Batinah Sohar,"Al Batinah, Sohar",3.0,200 OMR,115.0,For Rent
425 m2 More than 6 bedrooms Villa for Rent in Muscat Al Khuwair,"Muscat, Al Khuwair",,900 OMR,425.0,For Rent
Furnished Daily in Dhofar Salala,"Dhofar, Salala",,20 OMR,,For Rent
1 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,35 OMR,1.0,For Rent
100 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",1.0,19 OMR,100.0,For Rent
64 m2 1 Bedroom Apartments for Rent in Muscat Al Khoud,"Muscat, Al Khoud",1.0,200 OMR,64.0,For Rent
مكتب فاخر شبة مفروش في فناء الفردان بموقع استراتيجي - شهرين مجاني و السعر قابل للتفاوض,"Muscat, Azaiba",,"1,650 OMR",220.0,For Rent
Furnished Monthly in Muscat Al Khoud,"Muscat, Al Khoud",,130 OMR,,For Rent
100 m2 2 Bedrooms Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",2.0,140 OMR,100.0,For Rent
Room for rent 15 OMR monthly,"Al Batinah, Barka",,15 OMR,,For Rent
24 m2 1 Bedroom Apartments for Rent in Al Batinah Sohar,"Al Batinah, Sohar",1.0,15 OMR,24.0,For Rent
90 m2 2 Bedrooms Apartments for Rent in Muscat Seeb,"Muscat, Seeb",2.0,140 OMR,90.0,For Rent
600 m2 3 Bedrooms Townhouse for Rent in Al Batinah Barka,"Al Batinah, Barka",3.0,250 OMR,600.0,For Rent
Single room for all with private bathroom (azaiba prime- near dragon gift centre),"Muscat, Azaiba",,120 OMR,,For Rent
1600 m2 Studio Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",,1 OMR,1600.0,For Rent
2+1 Apartment for Rent in Al Khuwair – Opposite MGM  November Building,"Muscat, Al Khuwair",2.0,460 OMR,118.0,For Rent
50 m2 1 Bedroom Apartments for Rent in Muscat Al Khuwair,"Muscat, Al Khuwair",1.0,160 OMR,50.0,For Rent
30 m2 1 Bedroom Apartments for Rent in Muscat Qurm,"Muscat, Qurm",1.0,130 OMR,30.0,For Rent
99 m2 2 Bedrooms Apartments for Rent in Muscat Amerat,"Muscat, Amerat",2.0,"25,000 OMR",99.0,For Rent
2 Bedrooms Chalet for Rent in Muscat Ghubrah,"Muscat, Ghubrah",2.0,30 OMR,250.0,For Rent
90 m2 2 Bedrooms Apartments for Rent in Dhofar Taqah,"Dhofar, Taqah",2.0,20 OMR,90.0,For Rent
450 m2 4 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",4.0,90 OMR,450.0,For Rent
375 m2 4 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",4.0,1 OMR,375.0,For Rent
I want to sell my shop .I leave Oman if any interest .6 year old shop,"Muscat, Al Maabilah",,"1,800 OMR",98987504.0,For Rent
300 m2 4 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",4.0,50 OMR,300.0,For Rent
Spacious 3 BHK First Floor Apartment for Rent in Ghubrah – OMR 400/Month,"Muscat, Ghubrah",3.0,400 OMR,100.0,For Rent
One bedroom furnished apartment,"Muscat, Bosher",1.0,270 OMR,51.0,For Rent
Ghala Heights super deluxe apartment 1 bhk fully furnished بغلا شقه غرفه وصاله وحمام ومطبخ مفروشه,"Muscat, Ghala",1.0,350 OMR,100.0,For Rent
Ghubrah North Furnished Room Private bathroom sharing kitchen  بالغبره الشماليه غرفه بحمام مفروشه,"Muscat, Ghubrah",,150 OMR,,For Rent
More than 6 bedrooms Chalet for Rent in Dhofar Salala,"Dhofar, Salala",,90 OMR,500.0,For Rent
Furnished Monthly in Muscat Al Khoud,"Muscat, Al Khoud",,110 OMR,,For Rent
Furnished Monthly in Muscat Al Mawaleh,"Muscat, Al Mawaleh",,130 OMR,,For Rent
Furnished Yearly in Muscat Al Khuwair,"Muscat, Al Khuwair",,50 OMR,,For Rent
Furnished Monthly in Muscat Al Maabilah,"Muscat, Al Maabilah",,40 OMR,,For Rent
غرفه أحاديه في شقه مموظفات مؤثثه بالكامل في القرم بموقع مميز,"Muscat, Qurm",,70 OMR,3.0,For Rent
مكتب شبه مؤثث و مقسم فاخر في الفردان هايتس شهرين مجاني والسعر قابل للتفاوض,"Muscat, Ghala",,940 OMR,130.0,For Rent
Shops for Rent with Limited-Time Offer – 3 Months Fit-Out Period + 50% Rent for 2 Months!,"Muscat, Muscat Hills",,380 OMR,58.0,For Rent
3000 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,30 OMR,3000.0,For Rent
20 m2 Studio Apartments for Rent in Muscat Al Khuwair,"Muscat, Al Khuwair",,130 OMR,20.0,For Rent
110 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,,110.0,For Rent
600 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",,130 OMR,600.0,For Rent
150 m2 1 Bedroom Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",1.0,15 OMR,150.0,For Rent
650 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",,140 OMR,650.0,For Rent
FOR RENT – COMMERCIAL SHOP IN DOWNTOWN SQUARE للأيجار - محل تجاري في داون تاون سكوير الموالح,"Muscat, Al Mawaleh",,400 OMR,40.0,For Rent
720 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",1.0,75 OMR,720.0,For Rent
400 m2 4 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",4.0,95 OMR,400.0,For Rent
132 m2 4 Bedrooms Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",4.0,195 OMR,132.0,For Rent
"Apartments for Rent in Al Ghubrah – Nearby beach Auzibah & 18 November Daily,Weekly,Monthly","Muscat, Ghubrah",,10 OMR,,For Rent
أرض صناعية في صحم وتصلح مصنع صغير أو مخزن أو كراج أو سكراب أو محل مواد بناء كبير مساحتها 1000 متر,"Al Batinah, Saham",,130 OMR,140.0,For Rent
70 m2 2 Bedrooms Apartments for Rent in Al Batinah Sohar,"Al Batinah, Sohar",2.0,130 OMR,70.0,For Rent
500 m2 1 Bedroom Apartments for Rent in Muscat Al Khuwair,"Muscat, Al Khuwair",1.0,250 OMR,500.0,For Rent
2 Bedrooms Chalet for Rent in Al Sharqiya Sur,"Al Sharqiya, Sur",2.0,20 OMR,100.0,For Rent
500 m2 Studio Apartments for Rent in Muscat Ghubrah,"Muscat, Ghubrah",,250 OMR,500.0,For Rent
300 m2 5 Bedrooms Townhouse for Rent in Dhofar Taqah,"Dhofar, Taqah",5.0,55 OMR,300.0,For Rent
170 m2 4 Bedrooms Apartments for Rent in Al Sharqiya Sinaw,"Al Sharqiya, Sinaw",4.0,12 OMR,170.0,For Rent
160 m2 2 Bedrooms Apartments for Rent in Muscat Seeb,"Muscat, Seeb",2.0,200 OMR,160.0,For Rent
103 m2 2 Bedrooms Townhouse for Rent in Muscat Seeb,"Muscat, Seeb",2.0,150 OMR,103.0,For Rent
100 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,15 OMR,100.0,For Rent
3 Bedrooms Chalet for Rent in Dhofar Salala,"Dhofar, Salala",3.0,45 OMR,1000.0,For Rent
250 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",4.0,200 OMR,250.0,For Rent
2147483647 m2 2 Bedrooms Apartments for Rent in Muscat Al Khoud,"Muscat, Al Khoud",2.0,6 OMR,2147483647.0,For Rent
40 m2 Studio Apartments for Rent in Muscat Al Khuwair,"Muscat, Al Khuwair",,160 OMR,40.0,For Rent
Furnished Daily in Dhofar Salala,"Dhofar, Salala",,35 OMR,,For Rent
500 m2 1 Bedroom Apartments for Rent in Muscat Al Khuwair,"Muscat, Al Khuwair",1.0,150 OMR,500.0,For Rent
Industrial Land for Rent in Al Batinah Rustaq,"Al Batinah, Rustaq",,"2,000 OMR",,For Rent
Semi Furnished Monthly in Muscat Al Khoud,"Muscat, Al Khoud",,90 OMR,,For Rent
محل للايجار الحيل/shop for rent Al-Hil,"Muscat, Al-Hail",,600 OMR,50.0,For Rent
Unfurnished Monthly in Muscat Al Mawaleh,"Muscat, Al Mawaleh",,100 OMR,,For Rent
Rent 3BK flat in Ghubra North near Oman Oil,"Muscat, Ghubrah",3.0,250 OMR,250.0,For Rent
3 Bedrooms Chalet for Rent in Al Sharqiya Jalan Bani buhassan,"Al Sharqiya, Jalan Bani buhassan",3.0,150 OMR,280.0,For Rent
80 m2 Studio Apartments for Rent in Dhofar Salala,"Dhofar, Salala",,20 OMR,80.0,For Rent
Apartment for rent,"Muscat, Al Mawaleh",3.0,280 OMR,600.0,For Rent
120 m2 1 Bedroom Apartments for Rent in Muscat Al-Hail,"Muscat, Al-Hail",1.0,350 OMR,120.0,For Rent
100 m2 2 Bedrooms Apartments for Rent in Muscat Amerat,"Muscat, Amerat",2.0,140 OMR,100.0,For Rent
600 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,30 OMR,600.0,For Rent
36 m2 Studio Apartments for Rent in Dhofar Salala,"Dhofar, Salala",,10 OMR,36.0,For Rent
150 m2 3 Bedrooms Apartments for Rent in Al Dakhiliya Other,"Al Dakhiliya, Other",3.0,30 OMR,150.0,For Rent
250 m2 4 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",4.0,110 OMR,250.0,For Rent
محلات للايجار 3 للواحد 50ريال مجهزه بأدوات التكييف وغيرها ومقسمه سابقا مركز تدليك وحجامه مع وجود سكن,"Al Batinah, Saham",,150 OMR,100.0,For Rent
4-BEDROOM VILLA [AZ-346],"Muscat, Azaiba",4.0,500 OMR,1.0,For Rent
Unfurnished Monthly in Muscat Al Maabilah,"Muscat, Al Maabilah",,70 OMR,,For Rent
محل تجاري للايجار في بوشر (مساحة المحل: 27.5 متر مربع),"Muscat, Bosher",,150 OMR,28.0,For Rent
65 m2 1 Bedroom Apartments for Rent in Muscat Al Khuwair,"Muscat, Al Khuwair",1.0,120 OMR,65.0,For Rent
100 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",3.0,50 OMR,100.0,For Rent
مخازن مواد غذائية للايجار,"Al Dakhiliya, Bidbid",,1 OMR,45.0,For Rent
Unfurnished Monthly in Muscat Al Khuwair,"Muscat, Al Khuwair",,99 OMR,,For Rent
1000 m2 1 Bedroom Apartments for Rent in Muscat Ghubrah,"Muscat, Ghubrah",1.0,250 OMR,1000.0,For Rent
300 m2 2 Bedrooms Apartments for Rent in Dhofar Mirbat,"Dhofar, Mirbat",2.0,25 OMR,300.0,For Rent
72 m2 1 Bedroom Apartments for Rent in Muscat Al Khoud,"Muscat, Al Khoud",1.0,180 OMR,72.0,For Rent
مكتب مؤثث للايجار في الخوض شارع البركات (مساحة المكتب : 180 متر),"Muscat, Al Khoud",,700 OMR,180.0,For Rent
351 m2 5 Bedrooms Villa for Rent in Muscat Al Mawaleh,"Muscat, Al Mawaleh",5.0,600 OMR,351.0,For Rent
محل تجاري للخلو والايجار,"Muscat, Seeb",,600 OMR,50.0,For Rent
421 m2 4 Bedrooms Villa for Rent in Muscat Seeb,"Muscat, Seeb",4.0,750 OMR,421.0,For Rent
مكتب للايجار الموقع: بوشر,"Muscat, Bosher",,530 OMR,105.0,For Rent
Spacious 4BR townhouse-Near Kamat restaurant Al khuwair-OMR 400 only!!,"Muscat, Al Khuwair",4.0,400 OMR,350.0,For Rent
100 m2 2 Bedrooms Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",2.0,170 OMR,100.0,For Rent
STUDIO FLAT [BO-215],"Muscat, Bosher",,270 OMR,1.0,For Rent
70 m2 1 Bedroom Apartments for Rent in Muscat Ruwi,"Muscat, Ruwi",1.0,150 OMR,70.0,For Rent
Unfurnished Monthly in Muscat Al Khoud,"Muscat, Al Khoud",,100 OMR,,For Rent
200 m2 4 Bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",4.0,70 OMR,200.0,For Rent
1000 m2 1 Bedroom Apartments for Rent in Muscat Al Khuwair,"Muscat, Al Khuwair",1.0,150 OMR,1000.0,For Rent
340 m2 More than 6 bedrooms Townhouse for Rent in Dhofar Other,"Dhofar, Other",,100 OMR,340.0,For Rent
800 m2 2 Bedrooms Apartments for Rent in Al Dhahirah Ibri,"Al Dhahirah, Ibri",2.0,8 OMR,800.0,For Rent
Spacious 2BHK with maid room fully furnished/ Unfurnished flat (130M2),"Muscat, Ghala",2.0,240 OMR,130.0,For Rent
120 m2 2 Bedrooms Apartments for Rent in Muscat Amerat,"Muscat, Amerat",2.0,180 OMR,120.0,For Rent
1 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",3.0,1 OMR,1.0,For Rent
100 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",1.0,15 OMR,100.0,For Rent
400 m2 More than 6 bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",,170 OMR,400.0,For Rent
15 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",1.0,15 OMR,15.0,For Rent
Daily rent room salahla,"Dhofar, Salala",4.0,10 OMR,5000.0,For Rent
Studio flat..monthly rent..,"Muscat, Al Mouj",,125 OMR,,For Rent
2bhk near Almouj free wifiشقة قريب الموج,"Muscat, Al Mouj",2.0,250 OMR,105.0,For Rent
300 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,25 OMR,300.0,For Rent
200 m2 2 Bedrooms Apartments for Rent in Dhofar Taqah,"Dhofar, Taqah",2.0,35 OMR,200.0,For Rent
120 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,35 OMR,120.0,For Rent
95 m2 2 Bedrooms Apartments for Rent in Muscat Azaiba,"Muscat, Azaiba",2.0,350 OMR,95.0,For Rent
150 m2 5 Bedrooms Townhouse for Rent in Al Batinah Barka,"Al Batinah, Barka",5.0,150 OMR,150.0,For Rent
available Bed space for ladies clean and new,"Muscat, Al Khuwair",,35 OMR,,For Rent
215 m2 2 Bedrooms Townhouse for Rent in Dhofar Taqah,"Dhofar, Taqah",2.0,50 OMR,215.0,For Rent
Studio Chalet for Rent in Al Batinah Saham,"Al Batinah, Saham",,35 OMR,173.0,For Rent
Furnished Daily in Muscat Al Maabilah,"Muscat, Al Maabilah",,8 OMR,,For Rent
ضع ثقتك بنا لإدارة عقارك ( بنايات-فلل-شقق ),"Muscat, Al Khoud",,100 OMR,600.0,For Rent
500 m2 5 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",5.0,35 OMR,500.0,For Rent
100 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",1.0,7 OMR,100.0,For Rent
Furnished Daily in Muscat Amerat,"Muscat, Amerat",,5 OMR,,For Rent
300 m2 Studio Apartments for Rent in Muscat Amerat,"Muscat, Amerat",,12 OMR,300.0,For Rent
Furnished Monthly in Muscat Al Khoud,"Muscat, Al Khoud",,10 OMR,,For Rent
Furnished Monthly in Muscat Azaiba,"Muscat, Azaiba",,140 OMR,,For Rent
Furnished Daily in Dhofar Salala,"Dhofar, Salala",,,,For Rent
Unfurnished Monthly in Muscat Al Khuwair,"Muscat, Al Khuwair",,150 OMR,,For Rent
Residential Land for Rent in Al Batinah Barka,"Al Batinah, Barka",,"5,600 OMR",,For Rent
200 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",3.0,15 OMR,200.0,For Rent
100 m2 1 Bedroom Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",1.0,120 OMR,100.0,For Rent
3 Bedrooms Chalet for Rent in Al Batinah Al Rumais,"Al Batinah, Al Rumais",3.0,30 OMR,400.0,For Rent
75 m2 2 Bedrooms Villa for Rent in Al Dhahirah Ibri,"Al Dhahirah, Ibri",2.0,60 OMR,75.0,For Rent
11116 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",3.0,40 OMR,11116.0,For Rent
Unfurnished Monthly in Muscat Amerat,"Muscat, Amerat",,80 OMR,,For Rent
100 m2 3 Bedrooms Apartments for Rent in Muscat Amerat,"Muscat, Amerat",3.0,130 OMR,100.0,For Rent
600 m2 More than 6 bedrooms Villa for Rent in Muscat Amerat,"Muscat, Amerat",,650 OMR,600.0,For Rent
Offices & Shops for rent in SEZAD,"Al Wustaa, Al Duqum",,125 OMR,16.0,For Rent
110 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,25 OMR,110.0,For Rent
معرض البيع العدم التفرغ,"Al Dakhiliya, Nizwa",,"5,500 OMR",1000.0,For Rent
Semi Furnished Monthly in Muscat Seeb,"Muscat, Seeb",,75 OMR,,For Rent
2000 m2 4 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",4.0,70 OMR,2000.0,For Rent
Residential Land for Rent in Al Batinah Suwaiq,"Al Batinah, Suwaiq",,"2,500 OMR",,For Rent
غرف مفروشة للإيجار اليومي في الموالح الجنوبية - موقع مميز بالقرب من مسجد الاسلام,"Muscat, Al Mawaleh",,10 OMR,400.0,For Rent
500 m2 3 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",3.0,20 OMR,500.0,For Rent
111111 m2 2 Bedrooms Apartments for Rent in Al Batinah Sohar,"Al Batinah, Sohar",2.0,110 OMR,111111.0,For Rent
furnished room for rentعرفة مفروشة للايجار,"Muscat, Al Maabilah",,100 OMR,,For Rent
Furnished Daily in Dhofar Salala,"Dhofar, Salala",,45 OMR,,For Rent
Residential Land for Rent in Muscat Seeb,"Muscat, Seeb",,"57,000 OMR",,For Rent
100 m2 2 Bedrooms Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",2.0,200 OMR,100.0,For Rent
1000 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",,1 OMR,1000.0,For Rent
Residential Land for Rent in Dhofar Salala,"Dhofar, Salala",,38 OMR,,For Rent
60 m2 1 Bedroom Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",1.0,15 OMR,60.0,For Rent
Near city Centar Seeb,"Muscat, Al Mawaleh",,220 OMR,30.0,For Rent
معرض للإيجار في موقع استراتيجي في العامرات,"Muscat, Amerat",,650 OMR,450.0,For Rent
300 m2 4 Bedrooms Villa for Rent in Al Batinah Sohar,"Al Batinah, Sohar",4.0,270 OMR,300.0,For Rent
Furnished Daily in Al Batinah Saham,"Al Batinah, Saham",,5 OMR,,For Rent
150 m2 3 Bedrooms Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",3.0,260 OMR,150.0,For Rent
Unfurnished Monthly in Muscat Al Khoud,"Muscat, Al Khoud",,80 OMR,,For Rent
60 m2 1 Bedroom Apartments for Rent in Muscat Al Khuwair,"Muscat, Al Khuwair",1.0,140 OMR,60.0,For Rent
300 m2 5 Bedrooms Townhouse for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",5.0,330 OMR,300.0,For Rent
Semi Furnished Monthly in Muscat Al Khoud,"Muscat, Al Khoud",,70 OMR,,For Rent
Unfurnished Monthly in Muscat Al Khuwair,"Muscat, Al Khuwair",,120 OMR,,For Rent
BED SPACE FOR BACHELOR - BUDGET FRIENDLY,"Al Batinah, Liwa",,35 OMR,,For Rent
مكتب للإيجار في بوشر office for rent in Boushar,"Muscat, Bosher",,320 OMR,71.0,For Rent
110 m2 2 Bedrooms Apartments for Rent in Muscat Al-Wuttayah,"Muscat, Al-Wuttayah",2.0,150 OMR,110.0,For Rent
3 Bedrooms Chalet for Rent in Al Batinah Saham,"Al Batinah, Saham",3.0,30 OMR,120.0,For Rent
703 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",1.0,50 OMR,703.0,For Rent
25 m2 1 Bedroom Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",1.0,85 OMR,25.0,For Rent
1 BHK 2 BHK FOR DAILY RENT,"Dhofar, Salala",2.0,20 OMR,100.0,For Rent
200 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",2.0,25 OMR,200.0,For Rent
165 m2 3 Bedrooms Apartments for Rent in Al Sharqiya Sur,"Al Sharqiya, Sur",3.0,250 OMR,165.0,For Rent
Furnished Daily in Dhofar Salala,"Dhofar, Salala",,24 OMR,,For Rent
300 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",3.0,7 OMR,300.0,For Rent
200 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",3.0,25 OMR,200.0,For Rent
Luxurious Brand new 2 BHK apartment in ghala.,"Muscat, Ghala",2.0,350 OMR,95.0,For Rent
Furnished Daily in Muscat Al-Hail,"Muscat, Al-Hail",,7 OMR,,For Rent
90 m2 3 Bedrooms Apartments for Rent in Muscat Al-Hail,"Muscat, Al-Hail",3.0,240 OMR,90.0,For Rent
360 m2 5 Bedrooms Villa for Rent in Al Batinah Al Rumais,"Al Batinah, Al Rumais",5.0,425 OMR,360.0,For Rent
Unfurnished Monthly in Muscat Al Khuwair,"Muscat, Al Khuwair",,160 OMR,,For Rent
معارض للايجار خط الاول شارع الموج,"Muscat, Al Mouj",,750 OMR,135.0,For Rent
88 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,35 OMR,88.0,For Rent
100 m2 3 Bedrooms Apartments for Rent in Buraimi Al Buraimi,"Buraimi, Al Buraimi",3.0,100 OMR,100.0,For Rent
230 m2 3 Bedrooms Apartments for Rent in Dhofar Taqah,"Dhofar, Taqah",3.0,50 OMR,230.0,For Rent
350 m2 5 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",5.0,90 OMR,350.0,For Rent
1 m2 More than 6 bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",,,1.0,For Rent
100 m2 1 Bedroom Apartments for Rent in Muscat Al Khuwair,"Muscat, Al Khuwair",1.0,130 OMR,100.0,For Rent
مكتب في بوشر شبه جاهز بسعر مغري مع اشهر مجاناً,"Muscat, Bosher",,280 OMR,57.0,For Rent
Fully Furnished 1BHK Apartment for Rent – Al Khoudh 6 – Wi-Fi Included,"Muscat, Al Khoud",1.0,220 OMR,65.0,For Rent
مكتب للايجار بموقع مميز في الخوض باسعار منافسه,"Muscat, Al Khoud",,230 OMR,51.0,For Rent
Hotel Apartments for Rent in Qurum – Nearby to W Hotel,"Muscat, Qurm",,14 OMR,,For Rent
400 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",,125 OMR,400.0,For Rent
340 m2 4 Bedrooms Villa for Rent in Muscat Ansab,"Muscat, Ansab",4.0,700 OMR,340.0,For Rent
125 m2 2 Bedrooms Apartments for Rent in Muscat Ghubrah,"Muscat, Ghubrah",2.0,400 OMR,125.0,For Rent
Industrial Land for Rent in Muscat Misfah,"Muscat, Misfah",,950 OMR,,For Rent
More than 6 bedrooms Chalet for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",,130 OMR,400.0,For Rent
110 m2 2 Bedrooms Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",2.0,280 OMR,110.0,For Rent
800 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,45 OMR,800.0,For Rent
Spacious Villa for Rent in Bosher REF 106LC,"Muscat, Bosher",3.0,600 OMR,300.0,For Rent
مكتب فاخر للايجار في مسقط بافليون باسعار منافسه مع فترة سماح تصل الى اربع شهور,"Muscat, Muscat Hills",,420 OMR,51.0,For Rent
